Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Anxiety,Eye Strain,Obesity Risk,Poor Sleep,Age_Group,Educational_Time,Recreational_Time,Cluster,User_Segment,Risk_Score,Risk_Category
8,Male,6.25,TV,True,0.47,Poor Sleep,Urban,0,0,0,1,5-10,2.9375,3.3125,0,Moderate Usage,1.0,Medium Risk
8,Male,5.86,Tablet,True,0.47,Poor Sleep,Rural,0,0,0,1,5-10,2.7542,3.1058000000000003,0,Moderate Usage,1.0,Medium Risk
10,Male,3.62,Tablet,True,0.52,"Eye Strain, Anxiety",Urban,1,1,0,0,11-13,1.8824,1.7376,1,Heavy Usage,1.0,Medium Risk
18,Male,5.48,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,2.5208000000000004,2.9592,0,Moderate Usage,1.0,Medium Risk
17,Male,4.39,TV,True,0.39,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.7121,2.6778999999999997,2,Low Usage,1.0,Medium Risk
9,Male,4.92,TV,True,0.57,"Poor Sleep, Anxiety",Rural,1,0,0,1,5-10,2.8044,2.1156,1,Heavy Usage,1.0,Medium Risk
16,Female,6.94,Smartphone,True,0.41,Poor Sleep,Urban,0,0,0,1,17-19,2.8454,4.0946,0,Moderate Usage,1.0,Medium Risk
12,Female,3.79,TV,True,0.4,"Poor Sleep, Eye Strain, Obesity Risk",Rural,0,1,1,1,11-13,1.516,2.274,2,Low Usage,1.0,Medium Risk
17,Male,3.13,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,1,1,1,1,17-19,1.1268,2.0031999999999996,2,Low Usage,1.0,Medium Risk
13,Male,7.05,TV,True,0.37,Poor Sleep,Rural,0,0,0,1,14-16,2.6085,4.4415,0,Moderate Usage,1.0,Medium Risk
17,Male,5.89,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.2971,3.5928999999999998,2,Low Usage,1.0,Medium Risk
16,Male,5.41,Smartphone,True,0.32,Poor Sleep,Rural,0,0,0,1,17-19,1.7312,3.6788,2,Low Usage,1.0,Medium Risk
12,Male,5.71,TV,True,0.46,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.6266000000000003,3.0833999999999997,0,Moderate Usage,1.0,Medium Risk
9,Female,4.75,TV,True,0.53,Poor Sleep,Urban,0,0,0,1,5-10,2.5175,2.2325,1,Heavy Usage,1.0,Medium Risk
12,Female,3.15,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.1655,1.9845,2,Low Usage,1.0,Medium Risk
11,Male,3.68,TV,True,0.4,"Eye Strain, Obesity Risk",Urban,0,1,1,0,11-13,1.4720000000000002,2.208,2,Low Usage,1.0,Medium Risk
18,Male,3.98,Tablet,True,0.49,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,17-19,1.9502,2.0298,1,Heavy Usage,1.0,Medium Risk
13,Female,3.63,Smartphone,True,0.37,Eye Strain,Urban,0,1,0,0,14-16,1.3431,2.2869,2,Low Usage,1.0,Medium Risk
18,Male,5.33,TV,True,0.37,Poor Sleep,Rural,0,0,0,1,17-19,1.9721,3.3579,2,Low Usage,1.0,Medium Risk
12,Female,5.88,Smartphone,True,0.36,"Anxiety, Obesity Risk",Urban,1,0,1,0,11-13,2.1168,3.7632,2,Low Usage,1.0,Medium Risk
14,Female,4.85,Smartphone,True,0.38,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,1.843,3.0069999999999997,2,Low Usage,1.0,Medium Risk
18,Female,4.12,Laptop,True,0.37,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.5244,2.5956,2,Low Usage,1.0,Medium Risk
14,Female,5.72,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.6312,3.0887999999999995,0,Moderate Usage,1.0,Medium Risk
12,Female,3.38,Tablet,True,0.33,Anxiety,Urban,1,0,0,0,11-13,1.1154,2.2645999999999997,2,Low Usage,1.0,Medium Risk
16,Male,5.43,Smartphone,True,0.45,Poor Sleep,Rural,0,0,0,1,17-19,2.4435,2.9865,1,Heavy Usage,1.0,Medium Risk
11,Female,3.4,Smartphone,True,0.33,Poor Sleep,Urban,0,0,0,1,11-13,1.122,2.2779999999999996,2,Low Usage,1.0,Medium Risk
11,Female,5.21,Smartphone,True,0.45,Anxiety,Urban,1,0,0,0,11-13,2.3445,2.8655,1,Heavy Usage,1.0,Medium Risk
12,Female,5.33,Laptop,True,0.31,Anxiety,Urban,1,0,0,0,11-13,1.6523,3.6776999999999997,2,Low Usage,1.0,Medium Risk
13,Male,5.85,Smartphone,True,0.44,Poor Sleep,Rural,0,0,0,1,14-16,2.574,3.276,0,Moderate Usage,1.0,Medium Risk
9,Male,6.46,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,2.8424,3.6176,0,Moderate Usage,1.0,Medium Risk
11,Female,3.88,Smartphone,True,0.36,Anxiety,Urban,1,0,0,0,11-13,1.3967999999999998,2.4832,2,Low Usage,1.0,Medium Risk
12,Female,3.8,Laptop,True,0.38,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.444,2.356,2,Low Usage,1.0,Medium Risk
18,Male,5.48,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.4112,3.0688000000000004,0,Moderate Usage,1.0,Medium Risk
15,Female,6.11,Tablet,True,0.49,Eye Strain,Urban,0,1,0,0,14-16,2.9939,3.1161000000000003,0,Moderate Usage,1.0,Medium Risk
17,Male,4.3,Smartphone,True,0.49,Poor Sleep,Rural,0,0,0,1,17-19,2.1069999999999998,2.193,1,Heavy Usage,1.0,Medium Risk
11,Male,4.03,Tablet,True,0.3,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,11-13,1.209,2.821,2,Low Usage,1.0,Medium Risk
9,Female,6.3,Smartphone,True,0.56,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,5-10,3.528,2.772,0,Moderate Usage,1.0,Medium Risk
9,Male,3.13,TV,True,0.5,Eye Strain,Urban,0,1,0,0,5-10,1.565,1.565,1,Heavy Usage,1.0,Medium Risk
8,Male,6.22,Tablet,True,0.51,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,5-10,3.1722,3.0477999999999996,0,Moderate Usage,1.0,Medium Risk
11,Male,3.72,Smartphone,True,0.37,Poor Sleep,Urban,0,0,0,1,11-13,1.3764,2.3436000000000003,2,Low Usage,1.0,Medium Risk
17,Male,3.05,TV,True,0.34,Poor Sleep,Rural,0,0,0,1,17-19,1.037,2.013,2,Low Usage,1.0,Medium Risk
16,Male,5.01,Laptop,True,0.4,Poor Sleep,Urban,0,0,0,1,17-19,2.004,3.006,2,Low Usage,1.0,Medium Risk
14,Male,5.57,Smartphone,True,0.3,Obesity Risk,Urban,0,0,1,0,14-16,1.671,3.899,2,Low Usage,1.0,Medium Risk
17,Female,5.33,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.6117,2.7183,1,Heavy Usage,1.0,Medium Risk
14,Male,6.21,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,14-16,2.6082,3.6018,0,Moderate Usage,1.0,Medium Risk
15,Male,5.75,Smartphone,True,0.44,Obesity Risk,Urban,0,0,1,0,14-16,2.53,3.22,0,Moderate Usage,1.0,Medium Risk
8,Female,5.35,TV,True,0.52,Poor Sleep,Urban,0,0,0,1,5-10,2.782,2.5679999999999996,1,Heavy Usage,1.0,Medium Risk
17,Female,3.73,Smartphone,True,0.33,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,17-19,1.2309,2.4991,2,Low Usage,1.0,Medium Risk
17,Male,3.79,TV,True,0.39,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.4781,2.3119,2,Low Usage,1.0,Medium Risk
15,Female,4.38,Tablet,True,0.5,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,2.19,2.19,1,Heavy Usage,1.0,Medium Risk
11,Female,3.91,TV,True,0.31,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.2121,2.6979,2,Low Usage,1.0,Medium Risk
11,Male,3.45,Laptop,True,0.35,Poor Sleep,Urban,0,0,0,1,11-13,1.2075,2.2425,2,Low Usage,1.0,Medium Risk
11,Female,5.05,TV,True,0.43,"Eye Strain, Obesity Risk",Urban,0,1,1,0,11-13,2.1715,2.8785,1,Heavy Usage,1.0,Medium Risk
13,Male,4.3,Smartphone,True,0.5,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,2.15,2.15,1,Heavy Usage,1.0,Medium Risk
14,Male,4.81,Smartphone,True,0.39,Eye Strain,Rural,0,1,0,0,14-16,1.8759,2.9341,2,Low Usage,1.0,Medium Risk
15,Female,6.14,Smartphone,True,0.35,Poor Sleep,Urban,0,0,0,1,14-16,2.1489999999999996,3.991,2,Low Usage,1.0,Medium Risk
14,Male,3.83,Smartphone,True,0.42,Poor Sleep,Rural,0,0,0,1,14-16,1.6086,2.2214,1,Heavy Usage,1.0,Medium Risk
13,Female,4.9,Laptop,True,0.48,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,2.352,2.5480000000000005,1,Heavy Usage,1.0,Medium Risk
12,Male,5.09,Smartphone,True,0.46,Poor Sleep,Urban,0,0,0,1,11-13,2.3414,2.7485999999999997,1,Heavy Usage,1.0,Medium Risk
16,Male,4.04,Laptop,True,0.38,"Eye Strain, Obesity Risk",Urban,0,1,1,0,17-19,1.5352000000000001,2.5048,2,Low Usage,1.0,Medium Risk
17,Female,6.02,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,17-19,2.6488,3.3711999999999995,0,Moderate Usage,1.0,Medium Risk
17,Female,6.75,TV,True,0.5,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,17-19,3.375,3.375,0,Moderate Usage,1.0,Medium Risk
17,Female,3.38,Laptop,True,0.49,"Poor Sleep, Anxiety",Rural,1,0,0,1,17-19,1.6562,1.7238,1,Heavy Usage,1.0,Medium Risk
16,Male,5.51,Laptop,True,0.48,Poor Sleep,Urban,0,0,0,1,17-19,2.6447999999999996,2.8652,0,Moderate Usage,1.0,Medium Risk
17,Female,3.11,Smartphone,True,0.49,Poor Sleep,Urban,0,0,0,1,17-19,1.5238999999999998,1.5861,1,Heavy Usage,1.0,Medium Risk
15,Male,4.08,TV,True,0.36,Eye Strain,Urban,0,1,0,0,14-16,1.4687999999999999,2.6112,2,Low Usage,1.0,Medium Risk
12,Male,6.38,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,11-13,2.6795999999999998,3.7004,0,Moderate Usage,1.0,Medium Risk
11,Male,4.0,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,11-13,1.44,2.56,2,Low Usage,1.0,Medium Risk
9,Male,4.87,Smartphone,True,0.53,Poor Sleep,Rural,0,0,0,1,5-10,2.5811,2.2889,1,Heavy Usage,1.0,Medium Risk
15,Male,3.19,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,14-16,1.1483999999999999,2.0416,2,Low Usage,1.0,Medium Risk
11,Female,6.32,Laptop,True,0.49,Poor Sleep,Urban,0,0,0,1,11-13,3.0968,3.2232000000000003,0,Moderate Usage,1.0,Medium Risk
14,Female,3.12,Smartphone,True,0.43,Obesity Risk,Urban,0,0,1,0,14-16,1.3416000000000001,1.7784,1,Heavy Usage,1.0,Medium Risk
16,Female,6.19,Laptop,True,0.39,Poor Sleep,Rural,0,0,0,1,17-19,2.4141000000000004,3.7759,0,Moderate Usage,1.0,Medium Risk
9,Male,7.64,Smartphone,True,0.45,Poor Sleep,Urban,0,0,0,1,5-10,3.4379999999999997,4.202,0,Moderate Usage,1.0,Medium Risk
8,Male,6.81,TV,True,0.41,Poor Sleep,Urban,0,0,0,1,5-10,2.7920999999999996,4.0179,0,Moderate Usage,1.0,Medium Risk
14,Female,5.7,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,14-16,1.8810000000000002,3.819,2,Low Usage,1.0,Medium Risk
9,Female,7.32,TV,True,0.55,Poor Sleep,Urban,0,0,0,1,5-10,4.026000000000001,3.2939999999999996,0,Moderate Usage,1.0,Medium Risk
9,Male,4.07,TV,True,0.58,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,5-10,2.3606,1.7094000000000005,1,Heavy Usage,1.0,Medium Risk
14,Male,4.17,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,14-16,1.3344,2.8356,2,Low Usage,1.0,Medium Risk
12,Female,5.64,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,2.4252,3.2148,0,Moderate Usage,1.0,Medium Risk
13,Male,4.97,Smartphone,True,0.44,Anxiety,Urban,1,0,0,0,14-16,2.1868,2.7832,1,Heavy Usage,1.0,Medium Risk
10,Male,8.55,Tablet,True,0.45,Poor Sleep,Urban,0,0,0,1,11-13,3.8475000000000006,4.702500000000001,0,Moderate Usage,1.0,Medium Risk
17,Female,3.69,Tablet,True,0.46,Obesity Risk,Urban,0,0,1,0,17-19,1.6974,1.9926,1,Heavy Usage,1.0,Medium Risk
16,Female,5.74,Smartphone,True,0.43,"Eye Strain, Obesity Risk",Rural,0,1,1,0,17-19,2.4682,3.2718000000000003,0,Moderate Usage,1.0,Medium Risk
16,Male,4.67,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.1948999999999996,2.4751000000000003,1,Heavy Usage,1.0,Medium Risk
9,Female,4.76,Smartphone,True,0.43,Poor Sleep,Urban,0,0,0,1,5-10,2.0467999999999997,2.7132,1,Heavy Usage,1.0,Medium Risk
14,Male,5.72,Smartphone,True,0.39,"Eye Strain, Anxiety",Urban,1,1,0,0,14-16,2.2308,3.4892,2,Low Usage,1.0,Medium Risk
12,Male,4.11,Laptop,True,0.44,Poor Sleep,Rural,0,0,0,1,11-13,1.8084000000000002,2.3016,1,Heavy Usage,1.0,Medium Risk
13,Male,3.64,Smartphone,True,0.31,Eye Strain,Urban,0,1,0,0,14-16,1.1284,2.5116,2,Low Usage,1.0,Medium Risk
16,Female,4.45,Smartphone,True,0.48,Poor Sleep,Urban,0,0,0,1,17-19,2.136,2.314,1,Heavy Usage,1.0,Medium Risk
8,Male,8.51,TV,True,0.49,Poor Sleep,Urban,0,0,0,1,5-10,4.1699,4.3401,0,Moderate Usage,1.0,Medium Risk
18,Male,5.82,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,17-19,2.6772000000000005,3.1428,0,Moderate Usage,1.0,Medium Risk
15,Male,4.28,Smartphone,True,0.47,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,2.0116,2.2684,1,Heavy Usage,1.0,Medium Risk
10,Male,5.7,Tablet,True,0.55,Poor Sleep,Rural,0,0,0,1,11-13,3.1350000000000002,2.565,0,Moderate Usage,1.0,Medium Risk
11,Male,3.46,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.1764000000000001,2.2836,2,Low Usage,1.0,Medium Risk
13,Male,4.5,TV,True,0.4,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,1.8,2.7,2,Low Usage,1.0,Medium Risk
11,Female,5.53,TV,True,0.42,Anxiety,Rural,1,0,0,0,11-13,2.3226,3.2074000000000003,0,Moderate Usage,1.0,Medium Risk
15,Male,5.0,TV,True,0.47,Eye Strain,Rural,0,1,0,0,14-16,2.3499999999999996,2.6500000000000004,1,Heavy Usage,1.0,Medium Risk
12,Male,3.44,Smartphone,True,0.46,Poor Sleep,Urban,0,0,0,1,11-13,1.5824,1.8576,1,Heavy Usage,1.0,Medium Risk
11,Male,5.0,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,2.45,2.55,1,Heavy Usage,1.0,Medium Risk
10,Male,4.02,Tablet,True,0.5,"Eye Strain, Obesity Risk",Urban,0,1,1,0,11-13,2.01,2.01,1,Heavy Usage,1.0,Medium Risk
16,Male,4.26,Tablet,True,0.43,Poor Sleep,Urban,0,0,0,1,17-19,1.8317999999999999,2.4282,1,Heavy Usage,1.0,Medium Risk
15,Female,4.93,TV,True,0.49,Eye Strain,Urban,0,1,0,0,14-16,2.4156999999999997,2.5143,1,Heavy Usage,1.0,Medium Risk
18,Male,3.39,Smartphone,True,0.36,Poor Sleep,Urban,0,0,0,1,17-19,1.2204,2.1696,2,Low Usage,1.0,Medium Risk
13,Female,5.27,TV,True,0.45,Eye Strain,Urban,0,1,0,0,14-16,2.3714999999999997,2.8985,1,Heavy Usage,1.0,Medium Risk
14,Male,4.56,TV,True,0.46,"Eye Strain, Anxiety",Urban,1,1,0,0,14-16,2.0976,2.4623999999999997,1,Heavy Usage,1.0,Medium Risk
9,Female,7.4,Smartphone,True,0.52,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,5-10,3.8480000000000003,3.552,0,Moderate Usage,1.0,Medium Risk
12,Male,5.18,Laptop,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,11-13,2.1237999999999997,3.0562,2,Low Usage,1.0,Medium Risk
18,Male,4.62,Smartphone,True,0.5,Obesity Risk,Urban,0,0,1,0,17-19,2.31,2.31,1,Heavy Usage,1.0,Medium Risk
12,Male,3.37,Laptop,True,0.32,Poor Sleep,Urban,0,0,0,1,11-13,1.0784,2.2916,2,Low Usage,1.0,Medium Risk
15,Female,5.62,Smartphone,True,0.37,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,14-16,2.0794,3.5406,2,Low Usage,1.0,Medium Risk
13,Male,4.71,Laptop,True,0.45,Poor Sleep,Rural,0,0,0,1,14-16,2.1195,2.5905,1,Heavy Usage,1.0,Medium Risk
15,Female,5.35,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,2.247,3.1029999999999998,2,Low Usage,1.0,Medium Risk
10,Female,6.13,TV,True,0.42,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.5745999999999998,3.5554,0,Moderate Usage,1.0,Medium Risk
13,Female,5.16,Smartphone,True,0.47,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,1,1,1,1,14-16,2.4252,2.7348000000000003,1,Heavy Usage,1.0,Medium Risk
17,Male,6.4,TV,True,0.41,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,2.624,3.7760000000000002,0,Moderate Usage,1.0,Medium Risk
10,Female,5.66,Smartphone,True,0.49,"Eye Strain, Anxiety",Urban,1,1,0,0,11-13,2.7734,2.8866,0,Moderate Usage,1.0,Medium Risk
13,Male,4.41,Smartphone,True,0.34,Poor Sleep,Urban,0,0,0,1,14-16,1.4994,2.9106,2,Low Usage,1.0,Medium Risk
14,Male,4.37,Smartphone,True,0.44,"Eye Strain, Obesity Risk",Rural,0,1,1,0,14-16,1.9228,2.4472,1,Heavy Usage,1.0,Medium Risk
9,Male,6.0,Smartphone,True,0.43,"Eye Strain, Anxiety, Obesity Risk",Urban,1,1,1,0,5-10,2.58,3.42,0,Moderate Usage,1.0,Medium Risk
13,Male,3.82,Smartphone,True,0.37,Eye Strain,Urban,0,1,0,0,14-16,1.4134,2.4066,2,Low Usage,1.0,Medium Risk
14,Male,3.48,Laptop,True,0.31,Poor Sleep,Urban,0,0,0,1,14-16,1.0788,2.4012000000000002,2,Low Usage,1.0,Medium Risk
15,Female,4.11,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,14-16,1.3152000000000001,2.7948000000000004,2,Low Usage,1.0,Medium Risk
13,Female,4.92,TV,True,0.49,"Eye Strain, Anxiety",Urban,1,1,0,0,14-16,2.4108,2.5092,1,Heavy Usage,1.0,Medium Risk
17,Male,4.73,TV,True,0.37,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,17-19,1.7501000000000002,2.9799,2,Low Usage,1.0,Medium Risk
11,Female,5.63,TV,True,0.43,Anxiety,Urban,1,0,0,0,11-13,2.4209,3.2091,0,Moderate Usage,1.0,Medium Risk
12,Female,4.75,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.71,3.04,2,Low Usage,1.0,Medium Risk
16,Male,5.16,Laptop,True,0.47,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,2.4252,2.7348000000000003,1,Heavy Usage,1.0,Medium Risk
14,Male,4.7,TV,True,0.41,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.927,2.773,2,Low Usage,1.0,Medium Risk
17,Female,5.18,TV,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,17-19,2.5382,2.6418,1,Heavy Usage,1.0,Medium Risk
16,Male,7.11,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural,1,0,0,1,17-19,2.7729000000000004,4.3370999999999995,0,Moderate Usage,1.0,Medium Risk
14,Male,5.46,Laptop,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,14-16,1.8564,3.6036,2,Low Usage,1.0,Medium Risk
8,Female,3.19,TV,True,0.44,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,1.4036,1.7864,1,Heavy Usage,1.0,Medium Risk
14,Female,4.61,Smartphone,True,0.5,Poor Sleep,Rural,0,0,0,1,14-16,2.305,2.305,1,Heavy Usage,1.0,Medium Risk
10,Male,3.91,TV,True,0.5,Poor Sleep,Rural,0,0,0,1,11-13,1.955,1.955,1,Heavy Usage,1.0,Medium Risk
13,Female,5.3,TV,True,0.49,"Eye Strain, Anxiety",Urban,1,1,0,0,14-16,2.597,2.703,1,Heavy Usage,1.0,Medium Risk
12,Male,4.46,Smartphone,True,0.41,Anxiety,Rural,1,0,0,0,11-13,1.8285999999999998,2.6314,2,Low Usage,1.0,Medium Risk
15,Male,3.85,Smartphone,True,0.48,"Eye Strain, Anxiety",Rural,1,1,0,0,14-16,1.8479999999999999,2.0020000000000002,1,Heavy Usage,1.0,Medium Risk
15,Male,3.43,Tablet,True,0.38,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.3034000000000001,2.1266,2,Low Usage,1.0,Medium Risk
8,Male,5.92,TV,True,0.44,Poor Sleep,Rural,0,0,0,1,5-10,2.6048,3.3152,0,Moderate Usage,1.0,Medium Risk
12,Female,4.06,TV,True,0.49,Poor Sleep,Urban,0,0,0,1,11-13,1.9893999999999998,2.0705999999999998,1,Heavy Usage,1.0,Medium Risk
9,Male,4.35,Smartphone,True,0.54,Poor Sleep,Urban,0,0,0,1,5-10,2.3489999999999998,2.001,1,Heavy Usage,1.0,Medium Risk
15,Male,3.71,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,14-16,1.5582,2.1517999999999997,1,Heavy Usage,1.0,Medium Risk
14,Male,5.48,Laptop,True,0.45,Anxiety,Rural,1,0,0,0,14-16,2.466,3.0140000000000002,0,Moderate Usage,1.0,Medium Risk
12,Male,4.78,Smartphone,True,0.45,Eye Strain,Urban,0,1,0,0,11-13,2.1510000000000002,2.629,1,Heavy Usage,1.0,Medium Risk
11,Male,4.8,Smartphone,True,0.47,Poor Sleep,Urban,0,0,0,1,11-13,2.256,2.544,1,Heavy Usage,1.0,Medium Risk
11,Male,7.07,Laptop,True,0.35,Poor Sleep,Urban,0,0,0,1,11-13,2.4745,4.5955,0,Moderate Usage,1.0,Medium Risk
8,Male,6.63,TV,True,0.52,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,3.4476,3.1824,0,Moderate Usage,1.0,Medium Risk
16,Male,4.05,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.5795,2.4705,2,Low Usage,1.0,Medium Risk
12,Female,3.8,Smartphone,True,0.32,"Eye Strain, Anxiety",Urban,1,1,0,0,11-13,1.216,2.5839999999999996,2,Low Usage,1.0,Medium Risk
18,Male,5.36,TV,True,0.33,Eye Strain,Urban,0,1,0,0,17-19,1.7688000000000001,3.5912,2,Low Usage,1.0,Medium Risk
16,Male,5.36,TV,True,0.41,"Anxiety, Obesity Risk",Urban,1,0,1,0,17-19,2.1976,3.1624000000000003,2,Low Usage,1.0,Medium Risk
16,Female,4.89,Laptop,True,0.35,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.7114999999999998,3.1784999999999997,2,Low Usage,1.0,Medium Risk
8,Female,6.49,Tablet,True,0.41,Poor Sleep,Rural,0,0,0,1,5-10,2.6609,3.8291000000000004,0,Moderate Usage,1.0,Medium Risk
11,Female,3.71,TV,True,0.42,Eye Strain,Urban,0,1,0,0,11-13,1.5582,2.1517999999999997,1,Heavy Usage,1.0,Medium Risk
17,Female,3.07,Smartphone,True,0.33,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.0131,2.0568999999999997,2,Low Usage,1.0,Medium Risk
11,Female,4.0,TV,True,0.48,Poor Sleep,Rural,0,0,0,1,11-13,1.92,2.08,1,Heavy Usage,1.0,Medium Risk
9,Male,7.12,Smartphone,True,0.54,Poor Sleep,Urban,0,0,0,1,5-10,3.8448,3.2752,0,Moderate Usage,1.0,Medium Risk
18,Female,3.46,TV,True,0.33,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.1418000000000001,2.3182,2,Low Usage,1.0,Medium Risk
13,Male,6.51,Tablet,True,0.42,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,2.7342,3.7758,0,Moderate Usage,1.0,Medium Risk
12,Male,5.39,Smartphone,True,0.46,Poor Sleep,Urban,0,0,0,1,11-13,2.4794,2.9105999999999996,1,Heavy Usage,1.0,Medium Risk
11,Male,5.32,TV,True,0.36,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.9152,3.4048000000000003,2,Low Usage,1.0,Medium Risk
17,Male,4.53,Smartphone,True,0.48,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,17-19,2.1744,2.3556000000000004,1,Heavy Usage,1.0,Medium Risk
8,Male,5.89,TV,True,0.46,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,5-10,2.7094,3.1805999999999996,0,Moderate Usage,1.0,Medium Risk
13,Female,5.35,Smartphone,True,0.43,Anxiety,Rural,1,0,0,0,14-16,2.3005,3.0494999999999997,1,Heavy Usage,1.0,Medium Risk
10,Male,7.77,TV,True,0.58,Poor Sleep,Urban,0,0,0,1,11-13,4.5066,3.2634,0,Moderate Usage,1.0,Medium Risk
15,Male,5.08,Smartphone,True,0.43,Poor Sleep,Urban,0,0,0,1,14-16,2.1844,2.8956,1,Heavy Usage,1.0,Medium Risk
13,Female,3.14,Smartphone,True,0.35,Poor Sleep,Urban,0,0,0,1,14-16,1.099,2.0410000000000004,2,Low Usage,1.0,Medium Risk
10,Female,4.6,TV,True,0.53,Poor Sleep,Urban,0,0,0,1,11-13,2.4379999999999997,2.162,1,Heavy Usage,1.0,Medium Risk
14,Male,3.11,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.3995,1.7105,1,Heavy Usage,1.0,Medium Risk
11,Male,3.11,Smartphone,True,0.46,Eye Strain,Rural,0,1,0,0,11-13,1.4306,1.6793999999999998,1,Heavy Usage,1.0,Medium Risk
16,Female,4.4,TV,True,0.32,Anxiety,Urban,1,0,0,0,17-19,1.4080000000000001,2.992,2,Low Usage,1.0,Medium Risk
